BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCUNDC;ACCMU;ACCMUDC;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2017;890975535;890000409;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;639;2213;33;0;0;1;0;;8;0;;0;0;0
PERINAT;2017;890975543;890000417;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;636;1652;0;0;0;1;66;109;66;0;;0;0;0
PERINAT;2017;890975550;890970569;TYPE2;;26;6;;;4;1678;152;193;8;0;0;0;0;6365;1422;0;0;1155;5280;260;1624;0;1143;10;12;0;8;0;1169;3353;6683;399;27;0;1;283;278;183;6;6;1;0;0
PERINAT;2017;900003039;900000365;TYPE2;;58;6;6;;8;4528;391;942;9;220;22;0;0;16793;3920;2551;0;3347;14730;410;2587;2;3300;21;47;0;10;;3433;3841;5982;969;62;0;1;980;;636;60;1;12;0;0
PERINAT;2017;910000272;910110014;TYPE2;;27;6;0;0;3;1844;198;245;13;0;0;0;0;6559;1446;0;0;1308;5530;290;1522;4;1293;8;15;0;15;0;1329;4970;9272;86;32;0;1;291;335;163;14;5;2;0;0
PERINAT;2017;910000280;910019447;CPPR;;0;;;;;50;49;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;69;58;30;1;;0;0;0
PERINAT;2017;910000298;910110055;TYPE2;;46;9;4;;4;2971;147;868;10;154;23;0;0;11367;3268;910;0;2229;9647;635;3534;6;2193;14;36;0;11;;2283;8682;10964;;84;0;1;790;743;436;56;8;0;0;0
PERINAT;2017;910000306;910110063;TYPE2;;24;6;3;;3;1584;78;381;31;163;13;0;0;6048;1669;1233;0;1379;5749;281;1508;4;1366;6;13;1;10;;1397;5508;4116;120;60;0;1;179;98;125;16;;0;0;0
PERINAT;2017;910001973;910019447;TYPE2;;20;6;;;3;1688;238;321;25;0;0;0;0;6118;1740;0;0;1181;5440;292;1831;0;1171;6;10;0;19;;1196;5489;1617;;22;0;1;293;183;141;25;;4;0;0
PERINAT;2017;910020254;910002773;TYPE3;EXT;84;30;12;16;9;6592;232;1010;27;312;31;413;30;28824;8104;2977;6807;5368;25192;1276;8243;1;5210;52;158;5;15;;5543;14142;5098;395;56;18;1;936;871;506;114;;9;0;0
PERINAT;2017;910300144;910000447;TYPE1;;17;;;;3;955;92;0;0;0;0;0;0;3850;0;0;0;729;3443;187;1132;0;727;3;2;0;6;;733;;;;12;0;1;378;413;291;9;;2;0;0
PERINAT;2017;910300177;910000462;TYPE1;;28;;;;;1147;83;0;0;0;0;0;0;4127;0;0;0;841;3560;168;926;0;834;4;7;0;4;;851;;;;16;0;1;103;117;72;1;;2;0;0
PERINAT;2017;910300219;910003888;;;0;;;;;67;61;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;57;94;0;0;;0;0;0
PERINAT;2017;910300359;910000587;TYPE1;;0;;;;0;273;32;0;0;0;0;0;0;967;0;0;0;207;876;51;273;0;207;1;0;0;1;;212;;;;4;0;1;139;233;119;3;;0;0;0
PERINAT;2017;910803543;910017615;TYPE2;;28;6;;;4;1516;121;234;18;0;0;0;0;6139;1250;0;0;1229;5663;300;1653;0;1219;1;10;0;18;;1239;;;;7;0;1;193;256;133;5;;0;0;0
PERINAT;2017;910805357;910001643;TYPE1;;22;;;;3;1124;118;0;0;0;0;0;0;4140;0;0;0;850;3676;244;1355;0;849;2;1;0;4;;852;;;;18;0;1;146;167;87;6;;2;0;0
PERINAT;2017;920000577;920110020;TYPE1;;24;;;;4;1739;240;0;0;0;0;0;0;5888;0;0;0;1325;5502;183;954;0;1320;8;5;0;28;;1333;2334;2752;2578;60;0;1;291;319;180;16;;1;0;0
PERINAT;2017;920000585;920026374;TYPE2;;32;12;6;;5;2891;242;516;31;170;18;0;0;10433;4528;1925;0;2390;9706;467;2281;8;2337;4;53;2;16;;2443;;;;110;0;1;290;222;194;2;;0;0;0
PERINAT;2017;920000619;920009909;TYPE2;;62;12;;;5;4551;439;432;62;0;0;0;0;16943;2752;0;0;3036;14314;700;4227;1;2996;21;40;1;58;0;3088;33795;16241;729;48;0;1;412;331;301;16;25;7;1;544
PERINAT;2017;920000643;920150034;TYPE2;;43;9;;;8;3051;227;415;21;0;0;0;0;11700;2803;0;0;2389;10231;512;2687;12;2374;4;15;0;14;;2404;9122;13278;;40;0;1;239;261;136;10;1;1;0;0
PERINAT;2017;920000650;920150059;TYPE2;;45;12;6;;9;4175;344;632;24;201;19;0;0;15702;3433;2383;0;3315;14244;725;4095;10;3238;15;77;2;14;;3392;25871;18725;;97;0;0;0;0;0;0;;13;1;813
PERINAT;2017;920100021;750712184;TYPE3;;58;8;12;16;7;4477;428;903;25;275;29;485;50;17949;6751;2642;4122;3081;14825;826;5673;15;2929;70;152;8;13;;3337;;;;184;0;1;1045;1089;531;38;;86;1;897
PERINAT;2017;920100039;750712184;TYPE1;;15;;;;4;1621;226;0;0;0;0;0;0;4919;0;0;0;1048;4022;200;986;5;1047;8;1;0;39;;1061;;;;98;0;1;456;502;317;30;;7;0;0
PERINAT;2017;920100047;750712184;TYPE3;;58;18;15;10;7;4262;192;458;14;341;20;307;27;18061;4130;4427;3070;3327;15807;674;4191;29;3204;44;123;6;20;;3474;;;;108;0;1;1101;1138;264;51;;23;0;0
PERINAT;2017;920100062;750712184;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;580;510;347;3;;0;0;0
PERINAT;2017;920300043;920001526;TYPE2;;58;6;;;11;4734;533;480;33;0;0;0;0;16358;2279;0;0;3726;15081;651;3134;10;3677;10;49;3;24;;3775;;;;308;0;1;406;426;284;8;;2;0;0
PERINAT;2017;920300365;920815388;;;0;;;;;43;42;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;83;123;0;11;0;0;0;0
PERINAT;2017;920300415;920000890;TYPE1;;23;0;0;0;4;797;66;0;0;0;0;0;0;3065;0;0;0;650;2796;216;1118;0;646;1;4;1;3;0;659;;;;15;0;1;42;46;15;1;;0;0;0
PERINAT;2017;920300597;920000940;;;0;;;;0;16;15;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;47;69;27;1;;0;0;0
PERINAT;2017;920300712;920810736;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;1;1441
PERINAT;2017;920300787;920000981;TYPE1;;15;;;;2;880;139;0;0;0;0;0;0;3263;0;0;0;660;3121;309;1626;0;650;11;10;0;4;;670;;;;13;0;0;0;0;0;0;;35;1;1216
PERINAT;2017;920300837;920001005;CPPR;;0;;;;0;278;43;0;0;0;0;0;0;925;0;0;0;217;895;92;413;0;217;0;0;0;3;;217;;;;7;0;1;61;82;0;2;1;0;0;0
PERINAT;2017;930000286;930021480;TYPE2;;35;9;3;;5;2945;132;300;13;210;15;0;0;10913;2390;791;0;2233;9473;460;2328;1;2201;27;32;0;14;0;2273;337;11295;0;27;0;1;420;330;293;21;;7;0;0
PERINAT;2017;930000302;930110036;TYPE3;;65;8;12;17;7;4863;109;270;2;351;7;454;5;21174;3408;2793;6791;3983;18851;741;4756;88;3896;23;87;2;8;;4092;6752;9520;0;95;191;1;1107;997;713;76;31;17;0;0
PERINAT;2017;930000328;930110051;TYPE3;;85;12;11;10;7;6211;448;837;29;341;29;294;9;28271;4905;2435;4200;4622;24134;1027;7621;1;4540;59;82;2;5;;4736;;;;70;0;1;1049;1139;260;120;;46;1;0
PERINAT;2017;930000336;930110069;TYPE2;;36;12;6;;7;4393;288;578;10;270;20;0;0;18285;4510;1617;0;3067;14774;629;3923;1;3018;22;49;2;15;;3144;;;161;56;0;1;621;674;379;79;13;5;0;0
PERINAT;2017;930100037;750712184;;;;;;;;75;68;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;652;546;220;64;;0;0;0
PERINAT;2017;930100045;750712184;TYPE2;;41;11;9;;6;4434;1207;642;47;286;20;0;0;14873;3244;2769;0;2453;12041;543;3730;1;2400;32;53;1;18;;2526;20909;20040;21;245;1;1;740;775;477;38;;13;1;966
PERINAT;2017;930150032;930000815;TYPE1;;30;;;;4;1638;130;0;0;0;0;0;0;5899;0;0;0;1414;5648;213;1046;1;1409;5;5;0;13;;1424;10558;7722;;62;0;1;818;806;214;83;3;13;0;0
PERINAT;2017;930300025;930000393;TYPE2;;24;6;;;3;1023;110;161;1;0;0;0;0;3801;1343;0;0;770;3467;212;1244;15;763;7;7;0;1;;792;;;;23;0;1;81;124;71;1;2;1;0;0
PERINAT;2017;930300082;930000419;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;9;18;;0;;0;1;500
PERINAT;2017;930300116;930000427;TYPE2;;60;12;9;;5;3318;255;289;2;137;1;0;0;12568;4669;1271;0;2384;10676;577;3318;16;2343;11;41;0;18;;2425;;;;39;0;1;290;329;225;1;;4;1;297
PERINAT;2017;930300298;930025523;TYPE1;;30;;;;4;2010;395;0;0;0;0;0;0;6120;0;0;0;1241;5204;294;1590;2;1236;11;5;0;19;;1246;;;;30;0;1;166;148;0;29;;1;0;0
PERINAT;2017;930300553;930000633;TYPE2;;31;9;;;5;2431;178;283;13;0;0;0;0;10735;2743;0;0;1699;7937;468;3002;34;1673;8;26;1;11;;1738;;;;91;0;1;208;287;16;17;;15;0;0
PERINAT;2017;930300595;930000658;TYPE1;;15;;;;3;857;82;0;0;0;0;0;0;3151;0;0;0;578;2685;140;756;0;578;7;0;0;5;;573;;;;6;0;1;251;233;219;1;;0;0;0
PERINAT;2017;940000573;940110018;TYPE3;INT;68;42;9;10;9;5970;1047;1416;11;118;13;306;9;24105;12841;884;4600;3487;19279;847;6985;14;3363;59;124;4;7;;3641;;10016;2493;165;912;1;212;235;10;34;28;40;1;549
PERINAT;2017;940000599;940110042;TYPE2;;48;13;5;0;6;3959;245;571;41;555;71;0;0;15580;3938;1848;0;3118;13772;646;3657;8;3083;25;35;1;31;0;3169;5813;7251;0;109;1;1;393;380;76;38;0;11;0;0
PERINAT;2017;940006679;940017338;TYPE2;;40;6;;;9;2439;140;306;6;0;0;0;0;8805;2241;0;0;1978;7968;486;2482;2;1965;11;13;1;16;;1991;;;;23;0;1;104;109;0;10;;0;0;0
PERINAT;2017;940016868;940016819;TYPE2;;42;10;0;0;5;3947;163;542;70;0;0;0;0;11789;4048;0;0;3341;10732;835;3330;6;3289;14;52;0;20;0;3394;12275;15574;0;952;0;1;496;368;236;27;0;11;0;0
PERINAT;2017;940100043;750712184;TYPE3;;59;12;12;8;9;4703;562;672;26;140;6;274;14;19074;6088;1057;3285;3498;17149;827;5568;7;3395;62;103;10;12;;3631;;26307;;119;0;1;980;822;287;87;;69;0;0
PERINAT;2017;940120017;750821092;;;0;;;;;13;5;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;54;22;35;4;;2;0;0
PERINAT;2017;940300031;940000706;;;0;;;;;13;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;2;25;0;0;;0;0;0
PERINAT;2017;940300270;940000771;TYPE2;;38;6;0;0;5;2713;321;341;0;0;0;0;0;9345;2082;0;0;2129;8639;526;2667;7;2100;6;29;0;16;;2158;;;;43;0;1;148;177;47;2;;0;0;0
PERINAT;2017;940300379;940000805;TYPE1;;19;;;;2;1313;133;0;0;0;0;0;0;4351;0;0;0;1038;4022;196;960;9;1031;4;7;0;14;;1047;;;;30;0;1;158;229;0;9;;31;0;0
PERINAT;2017;940300551;940000912;TYPE2;;28;6;0;0;5;1936;173;172;10;0;0;0;0;6962;1443;0;0;1472;6189;341;1848;9;1453;2;19;1;10;;1491;;;;27;0;1;194;216;34;21;;1;1;339
PERINAT;2017;940813033;940001894;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;4;3;0;0;;0;0;0
PERINAT;2017;950000307;950110015;TYPE3;INT;49;12;5;6;8;4002;116;291;14;179;6;137;4;16232;3449;1211;1715;3246;14431;658;4077;32;3163;35;83;1;4;;3354;10640;9387;;81;0;1;542;594;375;44;;47;1;0
PERINAT;2017;950000315;950001370;TYPE2;;22;6;0;0;5;1398;84;274;7;0;0;0;0;5735;1910;0;0;1043;5001;184;1102;10;1028;2;15;0;4;;1060;6836;3510;66;2;0;1;229;187;172;12;1;1;0;0
PERINAT;2017;950000323;950013870;TYPE2;INT;41;9;6;;7;3537;104;377;11;193;10;0;0;13850;3283;1277;0;3055;12885;485;2619;1;3015;19;40;1;14;2;3114;12894;10458;151;72;68;1;614;478;419;31;1;6;0;0
PERINAT;2017;950000331;950110049;TYPE2;;45;15;6;;6;3767;196;394;23;178;19;0;0;14306;3782;1801;0;2744;11893;551;3150;2;2690;19;54;0;11;;2798;6805;;0;78;0;1;534;473;421;49;6;15;0;0
PERINAT;2017;950000364;950110080;TYPE3;INT;81;18;6;8;8;5997;311;504;96;185;8;245;7;26310;5282;1785;2241;4742;23030;925;6150;0;4639;56;103;8;14;;4882;11030;16561;452;131;38;1;971;921;554;77;5;57;0;0
PERINAT;2017;950300095;950000455;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;15;10;0;0;;0;0;0
PERINAT;2017;950300202;950000521;TYPE1;;20;0;0;0;3;1053;79;0;0;0;0;0;0;4094;0;0;0;837;3796;230;1278;0;835;2;2;0;5;;841;;;;8;0;1;71;66;6;4;;4;0;0
PERINAT;2017;950300277;950000547;TYPE2;;39;6;;;4;2086;148;314;13;0;0;0;0;8564;2048;0;0;1474;6955;305;1968;0;1456;4;18;0;12;;1492;;;;20;0;1;445;453;301;7;;1;0;0
PERINAT;2017;950300350;950015438;;;0;0;0;0;0;80;75;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;119;117;69;1;0;9;1;231
PERINAT;2017;950807982;950001636;TYPE2;;36;6;;;6;2549;165;287;15;0;0;0;0;9539;1942;0;0;1991;8349;574;2817;11;1970;6;21;1;16;0;2022;;;;24;0;1;189;227;0;7;5;1;1;163
PERINAT;2017;970100392;970100178;TYPE3;;15;13;3;4;3;1001;45;120;0;47;1;53;5;4588;824;492;272;633;2985;115;793;8;627;11;6;0;0;;639;;;;18;0;1;372;341;295;7;1;2;0;0
PERINAT;2017;970100400;970100186;TYPE2;;17;4;2;0;2;706;71;82;2;10;1;0;0;2056;571;152;0;502;1738;99;532;1;497;13;5;1;1;;507;2549;2562;;198;0;1;141;148;48;10;4;24;0;0
PERINAT;2017;970100426;970100202;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;186;3169;52;0;0;0;0;0;0;0;;0;0;0
PERINAT;2017;970100442;970100228;TYPE3;;22;13;11;10;3;2394;426;174;3;116;4;128;1;9190;2026;2270;2176;1079;5858;192;1398;1;1046;29;33;1;2;;1336;9830;1630;270;28;0;1;948;1065;651;85;;24;1;0
PERINAT;2017;970107249;970100731;TYPE1;;26;;;;4;2854;1308;0;0;0;0;0;0;5755;0;0;0;1000;4241;181;1068;0;997;1;3;0;2;;1012;;;;25;0;1;193;206;33;4;;0;0;0
PERINAT;2017;970202313;970200168;TYPE1;;18;;;;3;1035;61;0;0;0;0;0;0;4034;0;0;0;827;3650;181;980;2;822;1;5;0;5;;837;;;;3;0;0;0;0;0;0;;1;0;0
PERINAT;2017;970202321;970210423;TYPE1;;10;;;;3;428;11;0;0;0;0;0;0;2311;0;0;0;281;1609;56;415;0;281;3;0;0;2;;284;;;;1;0;0;0;0;0;0;;0;0;0
PERINAT;2017;970211223;970211207;TYPE1;;16;;;;3;821;37;0;0;0;0;0;0;3083;0;0;0;473;2268;88;566;0;470;2;3;0;9;;476;2852;;;1;0;1;304;289;215;23;;0;0;0
PERINAT;2017;970211256;970211207;TYPE3;;1;6;9;6;5;2936;208;451;3;145;7;115;5;14464;5546;1492;1516;2024;12140;345;3372;8;1977;34;47;4;7;;2071;;;;28;0;1;1569;1736;858;114;;13;0;0
PERINAT;2017;970300026;970302022;TYPE3;INT;151;18;13;12;8;5723;213;626;8;314;4;468;17;36048;5641;3809;4812;4250;28312;902;9168;0;4175;77;75;3;0;;4337;6567;4475;;66;0;1;594;549;270;106;5;14;0;0
PERINAT;2017;970300083;970302121;TYPE2;;45;12;3;;4;3858;82;486;14;198;14;0;0;14864;3671;1153;0;2864;12042;424;2591;0;2820;52;44;1;3;;2960;;;;54;1;1;424;369;416;46;;6;0;0
PERINAT;2017;970300265;750721334;TYPE2;;18;4;;;2;1291;107;145;7;0;0;0;0;5097;1146;0;0;844;3974;212;1468;0;831;18;13;1;6;;857;3691;3431;;19;0;1;280;324;193;32;;45;0;0
PERINAT;2017;970400024;970408589;TYPE3;INT;49;17;15;11;5;3450;188;766;17;364;15;251;19;14893;5644;4845;3235;2321;11895;537;4108;62;2240;48;81;8;1;;2465;10361;1962;0;58;0;1;604;579;412;110;3;71;0;0
PERINAT;2017;970400057;970408589;TYPE3;;75;18;11;9;8;6797;1141;742;15;272;11;161;9;23941;4875;3042;2536;4072;19174;718;5765;0;3993;43;79;5;1;0;4214;13474;3907;339;255;1;1;717;815;421;67;8;82;1;353
PERINAT;2017;970400065;970421038;TYPE2;;37;6;3;;4;2786;569;648;22;192;11;0;0;9142;3377;695;0;1601;7697;316;2217;3;1580;8;21;0;9;;1642;8103;9441;143;50;0;1;663;664;408;61;6;28;0;0
PERINAT;2017;970400073;970403606;TYPE2;;26;8;;;5;2366;209;267;27;0;0;0;0;8107;1568;0;0;1532;6700;285;1701;1;1517;9;15;0;17;;1578;6404;5523;;29;0;1;431;523;266;32;;9;0;0
PERINAT;2017;970400180;970408589;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;897;691;7;;;0;;;;;;;0;
PERINAT;2017;970404844;970404836;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;105;90;0;2;;0;0;0
PERINAT;2017;970462024;970400255;TYPE2;;32;6;;;3;2031;198;540;17;0;0;0;0;7796;2440;0;0;1251;5847;288;1726;1;1245;8;6;0;14;;1266;;;;9;0;1;154;120;113;6;;8;1;491
PERINAT;2017;970462073;970400271;TYPE1;;21;;;;3;1143;111;0;0;0;0;0;0;3718;0;0;0;954;3618;154;806;16;954;0;0;0;8;;954;;;;23;0;0;0;0;0;0;;0;0;0
PERINAT;2017;970462107;970400305;TYPE2;;40;12;;;5;2872;199;611;11;0;0;0;0;10498;3843;0;0;1902;8815;343;2230;0;1892;4;10;0;8;;1931;;;;7;0;1;355;400;349;0;;11;0;0
PERINAT;2017;980500011;980500003;TYPE1;;129;16;8;6;14;11969;374;617;5;265;7;329;6;48335;7621;1602;5753;8869;37851;1520;10099;2;8747;103;122;6;0;;9661;;;;625;0;1;1273;1402;717;251;4;18;0;0
