BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCUNDC;ACCMU;ACCMUDC;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2017;570000661;570000158;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;868;1913;39;0;0;0;0;;0;0;;0;0;0
PERINAT;2017;570000901;570000158;TYPE1;;17;;;;3;1177;178;0;0;0;0;0;0;3791;0;0;0;786;3446;164;924;0;783;2;3;0;19;;795;5785;5809;121;4;1;1;164;179;107;7;;0;0;0
PERINAT;2017;570026682;570005165;TYPE2;;60;12;6;;6;4733;479;438;9;453;61;0;0;17196;3482;1820;0;3279;14483;583;3355;1;3218;35;61;1;6;1;3346;17389;7427;126;126;0;1;1071;1083;615;90;;58;1;580
PERINAT;2017;580780195;580005148;TYPE1;;15;;;;2;441;26;0;0;0;0;0;0;1654;0;0;0;314;1384;70;395;0;314;2;0;0;4;;317;;;;5;0;1;24;35;0;0;;0;0;0
PERINAT;2017;580972669;580780070;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;684;2253;36;0;0;1;6;;6;0;0;0;0;0
PERINAT;2017;580972685;580780096;CPPR;;0;;;;;25;18;0;0;0;0;0;0;8;0;0;0;2;2;0;0;0;2;0;0;0;2;;2;2689;5509;1051;0;0;1;184;179;106;18;;2;0;0
PERINAT;2017;580972693;580780039;TYPE2;;34;7;3;;4;1574;122;172;4;68;11;0;0;6897;1567;345;0;1099;5423;227;1600;0;1083;7;16;0;4;;1121;5897;6680;111;12;0;1;133;182;75;6;12;1;0;0
PERINAT;2017;590000121;590780227;TYPE2;;41;6;;;4;2922;402;353;30;0;0;0;0;10391;1957;0;0;2095;9393;298;1697;0;2071;8;24;1;17;;2127;;;;85;0;1;293;320;125;25;;12;0;0
PERINAT;2017;590000428;590781605;TYPE1;;17;;;;3;778;78;0;0;0;0;0;0;2899;0;0;0;541;2521;97;544;0;536;3;5;0;12;;550;;;;4;0;1;348;341;273;26;;12;0;0
PERINAT;2017;590000436;590781621;TYPE1;;15;;;;2;651;56;0;0;0;0;0;0;2345;0;0;0;458;2099;92;504;0;454;3;4;1;7;;470;;;;5;0;1;189;177;135;7;0;1;0;0
PERINAT;2017;590000469;590781662;TYPE1;;14;;;;4;762;62;0;0;0;0;0;0;2617;0;0;0;540;2309;102;518;0;537;2;3;1;6;7;549;;;;10;0;1;146;138;120;7;;3;0;0
PERINAT;2017;590000535;590781803;TYPE2;;18;8;6;0;3;1285;94;270;12;232;16;0;0;4971;1493;2617;0;887;4134;178;1084;3;869;3;18;1;3;;911;1331;7321;241;7;0;1;285;284;226;31;1;1;0;0
PERINAT;2017;590000592;590782165;TYPE1;;26;;;;3;1466;101;0;0;0;0;0;0;5820;0;0;0;1080;5136;235;1369;2;1073;2;7;0;14;;1088;5057;6016;68;4;0;1;343;322;231;39;0;1;0;0
PERINAT;2017;590000618;590782215;TYPE3;INT;53;14;6;10;7;5259;841;734;16;269;19;232;11;20009;5623;2863;2928;3446;17383;725;5096;7;3367;36;79;1;1;;3542;13559;7697;523;47;9;1;906;828;581;325;3;16;0;0
PERINAT;2017;590000758;590782637;TYPE2;;23;8;;;3;1691;144;373;68;0;0;0;0;6202;2056;0;0;1144;5144;153;969;0;1130;4;14;0;17;;1167;4759;8242;724;83;1;1;658;719;319;40;3;0;0;0
PERINAT;2017;590000774;590782652;TYPE1;;17;;;;3;1180;100;0;0;0;0;0;0;4384;0;0;0;847;3889;133;768;0;839;3;8;0;11;;854;1475;12203;;5;0;0;0;0;0;0;;0;0;0
PERINAT;2017;590001004;590783239;TYPE2;;34;12;;;4;2691;711;334;26;0;0;0;0;8229;2714;0;0;1530;7226;286;1806;6;1500;15;30;2;10;;1560;6079;4253;;15;0;1;575;629;143;43;;10;0;0
PERINAT;2017;590006607;590780193;TYPE3;EXT;104;22;24;16;9;8859;1720;1283;20;536;8;569;53;32433;11698;7342;5059;5429;27268;982;7262;15;5242;83;187;11;7;;5594;29553;9615;3229;609;40;1;1543;1596;665;116;16;51;1;891
PERINAT;2017;590046538;590781415;TYPE2;;25;12;;;4;1626;65;1428;28;0;0;0;0;5975;6820;0;0;1291;5381;217;1143;1;1276;10;15;1;13;;1306;2264;3536;277;21;0;1;680;718;466;27;;2;0;0
PERINAT;2017;590052056;590051801;TYPE2;;25;6;;;3;1024;50;139;7;0;0;0;0;4044;1394;0;0;728;3362;184;1100;2;717;2;11;0;8;;742;;;;5;0;0;0;0;0;0;;0;0;0
PERINAT;2017;590780268;590053955;TYPE2;;54;6;;;4;2241;185;207;7;0;0;0;0;8417;1331;0;0;1874;8000;380;2091;5;1848;6;26;1;5;;1900;;;;34;0;0;0;0;0;0;;6;1;675
PERINAT;2017;590782298;590000675;TYPE1;;26;;;;4;1043;114;0;0;0;0;0;0;3775;0;0;0;689;3193;196;1081;8;681;4;8;0;9;;697;;;;7;0;0;0;0;0;0;;41;1;354
PERINAT;2017;590782553;590000741;TYPE1;;43;;;;7;2599;172;0;0;0;0;0;0;9559;0;0;0;2040;8692;472;2256;0;2015;10;25;2;27;;2067;;;;33;0;1;8;7;0;0;;4;0;0
PERINAT;2017;590791562;590782421;TYPE2;;0;0;0;0;6;3687;229;491;26;191;7;0;0;14295;3944;3385;0;2794;12500;521;3380;5;2758;24;36;2;6;0;2846;5348;8862;501;400;0;1;1004;1005;577;26;4;5;0;0
PERINAT;2017;590797353;590051801;TYPE2;;35;15;6;;4;2935;630;601;37;159;12;0;0;9016;3251;1618;0;1891;7979;269;1626;15;1870;8;21;1;4;;1927;;;;66;0;0;0;0;0;0;;10;0;0
PERINAT;2017;590801106;590782421;TYPE2;;77;14;6;0;7;458;438;0;0;0;0;0;0;122;0;0;0;11;89;4;47;0;11;3;0;0;0;0;11;7487;12406;1041;0;0;1;1;;0;0;4;0;0;0
PERINAT;2017;590804696;590781902;TYPE2;;35;6;;;5;2569;420;258;28;0;0;0;0;8722;1670;0;0;1766;7991;232;1342;0;1743;10;23;1;8;0;1780;8884;17315;546;96;0;1;645;597;442;12;0;6;0;0
PERINAT;2017;590813382;590000386;TYPE1;;34;;;;4;1354;65;0;0;0;0;0;0;4418;0;0;0;1159;4096;269;1171;0;1147;7;12;0;15;;1172;;;;9;0;0;0;0;0;0;;8;0;0
PERINAT;2017;590813507;590000485;TYPE1;;21;;;;4;1301;123;0;0;0;0;0;0;4733;0;0;0;880;3957;239;1287;0;869;4;11;0;18;;892;;;;7;0;1;57;69;0;3;;7;0;0
PERINAT;2017;590816310;590000048;TYPE1;;33;0;0;0;;1478;94;0;0;0;0;0;0;5818;0;0;0;1102;5087;253;1497;0;1095;2;7;1;22;;1114;;;;5;0;0;0;0;0;0;;0;0;0
PERINAT;2017;590817839;590053955;TYPE1;;0;;;;0;79;6;0;0;0;0;0;0;271;0;0;0;53;232;13;64;0;52;0;1;0;1;;55;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2017;600000053;600101984;TYPE2;;36;6;;;5;2186;308;170;12;0;0;0;0;8162;1210;0;0;1722;7776;350;1977;1;1708;13;14;1;27;;1738;6282;3007;;28;0;1;260;285;219;12;10;9;1;226
PERINAT;2017;600000186;600100648;TYPE1;;9;;;;2;507;52;0;0;0;0;0;0;1623;0;0;0;368;1456;71;341;1;368;2;0;0;7;;371;310;3716;40;4;0;1;163;153;113;6;0;7;0;0
PERINAT;2017;600000194;600100713;TYPE2;INT;35;9;6;0;5;2717;123;290;8;126;14;0;0;11357;2435;1375;0;2185;10182;497;2822;1;2149;13;36;0;10;0;2287;9589;3392;146;15;2;1;488;549;323;34;0;9;0;0
PERINAT;2017;600000285;600100721;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1254;2225;;0;0;0;;;;;;0;0;0
PERINAT;2017;600000467;600101984;TYPE3;INT;34;6;4;4;4;1819;67;492;24;161;5;110;14;8394;2835;1361;994;1403;6840;277;1904;8;1376;12;27;0;6;;1438;5487;2418;;11;0;1;249;285;238;24;10;2;0;0
PERINAT;2017;600100754;600000228;TYPE1;;23;;;;;1458;116;0;0;0;0;0;0;5332;0;0;0;1192;4951;203;1031;1;1183;5;9;0;22;;1205;;;;31;0;0;0;0;0;0;;9;0;0
PERINAT;2017;600113476;600100721;TYPE2;;29;9;6;;4;1843;39;317;8;292;17;0;0;7032;1789;1757;0;1435;5992;335;1751;0;1402;15;33;1;13;;1493;4665;6788;;32;1;1;414;433;316;39;2;12;0;0
PERINAT;2017;610000044;610780074;TYPE1;;12;;;;3;594;80;0;0;0;0;0;0;2059;0;0;0;352;1679;100;586;0;351;1;1;0;7;;354;1873;3228;;5;0;1;99;97;56;10;;8;0;0
PERINAT;2017;610000051;610780082;TYPE2;;20;6;0;0;4;1439;139;206;5;0;0;0;0;4955;1275;0;0;1005;4160;211;1123;1;992;6;13;0;6;0;1020;15894;8554;51;37;0;1;206;222;145;17;0;1;0;0
PERINAT;2017;610000069;610780090;TYPE1;;15;;;;3;968;156;0;0;0;0;0;0;3019;0;0;0;621;2664;110;590;1;618;3;3;1;13;;624;4249;5916;213;4;0;1;134;124;129;6;;2;0;0
PERINAT;2017;610000119;610780165;TYPE2;;22;7;;;3;1092;90;165;11;0;0;0;0;4571;1312;0;0;876;4260;140;902;2;865;4;11;0;8;;887;;2640;;12;0;1;174;167;133;7;;1;0;0
PERINAT;2017;610780116;610790594;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1708;1596;89;;;0;;;;;;;0;
PERINAT;2017;620000034;620100057;TYPE3;;38;13;11;8;5;3206;478;820;12;388;9;255;9;12448;4776;3069;3222;2235;10723;446;2912;58;2165;17;70;2;1;;2330;7585;7723;445;103;1;1;618;720;460;39;;6;0;0
PERINAT;2017;620000224;620100651;TYPE2;;22;6;;;3;1494;298;153;8;0;0;0;0;5109;1306;0;0;923;4481;183;1007;2;911;9;12;0;14;;938;;;;12;0;1;450;464;285;17;;31;0;0
PERINAT;2017;620000257;620100685;TYPE3;;56;12;12;8;6;3716;134;253;16;360;12;230;21;15455;2506;2532;2113;2926;13721;514;3415;13;2854;37;72;2;6;;2998;30977;11607;;57;0;1;815;926;429;62;;22;1;514
PERINAT;2017;620000323;620101337;TYPE3;;42;8;14;11;5;2770;321;444;11;284;9;307;13;12119;2886;3369;4679;1968;10454;313;2360;72;1919;17;49;0;2;;2027;5439;4320;236;21;0;1;472;349;349;40;0;8;1;216
PERINAT;2017;620000349;620101360;TYPE2;;28;6;;;4;1906;224;288;34;0;0;0;0;7056;1397;0;0;1297;6315;192;1176;0;1284;10;13;0;22;0;1310;4636;3633;173;13;0;1;264;291;181;11;1;2;0;0
PERINAT;2017;620000653;620103440;TYPE2;;25;12;3;;4;1606;268;312;9;145;21;0;0;5363;2132;1279;0;1104;4861;213;1125;3;1076;9;28;1;16;0;1136;13769;6421;158;14;0;1;445;569;365;20;;9;0;0
PERINAT;2017;620003202;620103432;TYPE2;;23;4;;;3;1257;69;169;20;0;0;0;0;4857;871;0;0;958;4373;228;1309;1;947;6;11;0;11;;972;1701;4486;;8;0;1;238;242;126;17;0;8;0;0
PERINAT;2017;620025346;620001834;TYPE1;;24;;;;3;1495;174;0;0;0;0;0;0;5077;0;0;0;998;4370;147;800;0;992;7;6;0;29;;1010;8824;9989;;14;0;0;0;0;0;0;;0;0;0
PERINAT;2017;620100099;620014779;TYPE1;;21;;;;4;1163;87;0;0;0;0;0;0;4397;0;0;0;914;3990;219;1103;0;906;4;8;0;12;;924;;;;5;0;0;0;0;0;0;;0;0;0
PERINAT;2017;620100735;620000265;TYPE1;;28;;;;4;1091;115;0;0;0;0;0;0;3493;0;0;0;702;2912;160;723;0;694;2;8;0;21;;711;;;;3;0;1;1;1;0;0;;1;0;0
PERINAT;2017;620118513;620002915;TYPE1;;30;;;;4;1163;57;0;0;0;0;0;0;4938;0;0;0;900;4342;243;1588;0;891;1;9;1;12;;911;;;;10;0;1;49;97;0;0;;4;1;119
PERINAT;2017;630000412;630780997;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;591;3786;91;;;1;16;17;16;0;;0;0;
PERINAT;2017;630000420;630781003;TYPE1;;14;;;;2;880;109;0;0;0;0;0;0;3003;0;0;0;609;2712;109;570;0;605;1;4;0;5;0;617;;;27;9;0;1;210;202;155;9;0;7;0;0
PERINAT;2017;630000446;630781029;TYPE1;;11;;;;2;628;40;0;0;0;0;0;0;2531;0;0;0;463;2230;98;603;0;463;4;0;0;1;;465;4685;3542;;13;0;1;118;113;95;3;;0;0;0
PERINAT;2017;630781268;630780989;TYPE3;;72;21;12;10;9;4848;298;542;12;252;5;333;15;22453;6831;4170;2805;3741;19512;701;4944;19;3640;54;101;4;18;18;3861;45352;;;53;0;1;1023;1103;246;52;7;29;1;639
PERINAT;2017;630781839;630000826;TYPE2;;71;6;;;6;2581;255;149;19;0;0;0;0;10255;1098;0;0;1954;9130;387;2238;0;1926;8;28;1;9;;1986;;;;11;0;1;251;269;155;7;;22;1;301
PERINAT;2017;640000162;640780417;TYPE3;;35;10;4;6;5;2801;136;468;26;202;4;175;5;11558;1604;2088;1403;2217;10060;302;2272;27;2161;16;56;5;6;;2282;12088;5367;;285;84;1;507;595;212;16;;16;0;0
PERINAT;2017;640000402;640780813;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;972;2087;1293;0;0;1;37;50;37;1;0;0;0;0
PERINAT;2017;640000410;640780821;TYPE1;;0;0;0;0;2;261;34;0;0;0;0;0;0;886;0;0;0;187;793;31;181;1;186;1;1;0;1;;189;1347;535;45;6;0;1;75;33;55;1;;9;0;0
PERINAT;2017;640000600;640781290;TYPE3;;31;8;3;6;4;2365;323;187;15;63;6;155;24;9257;1577;864;1431;1661;7691;327;2528;32;1610;12;51;0;1;1;1735;12953;5794;275;195;0;1;526;520;142;53;;5;0;0
PERINAT;2017;640017646;640017638;TYPE1;;7;;;;1;368;38;0;0;0;0;0;0;1124;0;0;0;280;1025;51;265;0;280;1;0;0;3;;280;7566;12553;;49;0;1;17;9;17;0;;0;0;0
PERINAT;2017;640018206;640012209;TYPE1;;24;;;;6;1415;122;0;0;0;0;0;0;5169;0;0;0;1139;4783;241;1325;5;1123;7;16;0;19;;1159;;;;37;0;1;121;134;0;2;;7;1;286
PERINAT;2017;640780755;640780417;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124;1179;875;;;0;;;;;;;0;
PERINAT;2017;640780946;640000469;TYPE1;;39;;;;5;1779;113;0;0;0;0;0;0;7327;0;0;0;1467;6559;298;1767;0;1445;6;22;0;20;;1490;;;;34;0;1;105;118;82;0;;18;1;432
PERINAT;2017;650000045;650780158;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1125;1174;;0;0;1;6;23;3;0;;0;0;0
PERINAT;2017;650000417;650783160;TYPE2;;21;6;3;;3;1429;145;155;14;48;7;0;0;5517;1341;192;0;964;4678;212;1395;16;952;6;12;0;4;0;1002;10462;2901;164;30;0;1;325;308;204;16;;49;0;0
PERINAT;2017;650780679;650000243;TYPE1;;23;;;;3;1060;91;0;0;0;0;0;0;4053;0;0;0;844;3788;172;972;1;840;3;4;1;4;;851;;;;10;0;1;126;178;96;3;;3;0;0
PERINAT;2017;650784218;650780174;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1257;1972;102;0;0;1;0;1;0;0;0;0;0;0
PERINAT;2017;660000084;660780180;TYPE3;;44;17;5;6;4;3014;395;524;15;178;10;172;6;13896;5810;1338;2181;2073;11503;454;3760;12;2023;19;50;2;16;34;2170;16938;6597;493;76;0;1;1193;1330;915;82;2;22;0;0
PERINAT;2017;660780669;660000324;TYPE1;;50;;;;9;2188;178;0;0;0;0;0;0;8332;0;0;0;1652;7161;400;2098;2;1645;9;7;0;20;;1670;;;;38;0;1;366;342;283;6;;13;0;0
PERINAT;2017;660780784;660000407;TYPE1;;;;;;;1042;98;0;0;0;0;0;0;4025;0;0;0;779;3605;147;844;2;771;4;8;0;0;;787;;;;8;0;1;94;99;24;6;;16;1;207
PERINAT;2017;670000157;670780337;TYPE2;;43;6;4;;5;2038;160;332;11;180;13;0;0;8167;1898;1055;0;1411;6688;235;1621;1;1391;4;20;0;9;0;1435;;2944;394;39;0;1;313;316;266;8;11;6;0;0
PERINAT;2017;670000165;670780345;TYPE2;;16;4;;;2;1196;173;195;13;0;0;0;0;3806;855;0;0;836;3442;169;949;4;826;7;10;0;9;;847;;;;15;0;1;147;150;108;6;;7;0;0
PERINAT;2017;670000215;680000643;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;532;1565;60;;;1;0;;0;0;0;;0;
PERINAT;2017;670000272;670780543;TYPE1;;10;;;;2;440;38;0;0;0;0;0;0;1524;0;0;0;302;1282;56;309;0;302;1;0;0;6;;303;8104;2529;;19;0;1;61;58;50;1;;0;0;0
PERINAT;2017;670000397;670017755;TYPE1;;22;0;0;0;3;1318;172;0;0;0;0;0;0;4304;0;0;0;975;3945;155;762;1;967;7;8;0;20;0;999;18517;3734;47;62;0;1;235;214;232;8;0;5;0;0
PERINAT;2017;670000405;670017755;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;1124;56;0;0;0;0;;0;0;0;0;0;0
PERINAT;2017;670018068;670017847;TYPE1;;24;;;;7;659;48;0;0;0;0;0;0;2339;0;0;0;504;2046;100;515;7;500;2;4;0;3;;508;;;;24;0;1;13;;10;1;7;0;0;0
PERINAT;2017;670780113;670780055;TYPE2;;40;6;;;9;4269;413;378;35;0;0;0;0;14084;1566;0;0;3219;12680;526;2611;16;3182;35;37;0;41;;3269;11885;10405;;274;26;1;1099;982;810;63;14;24;1;1123
PERINAT;2017;670780170;670000116;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;53;;44;0;;0;0;0
PERINAT;2017;670780212;670014604;TYPE2;;37;6;;;6;2473;159;246;21;0;0;0;0;9091;768;0;0;2101;8613;512;2549;28;2077;3;24;0;10;;2125;;4559;;120;1;0;0;0;0;0;;0;0;0
PERINAT;2017;670783273;670780055;TYPE3;EXT;56;19;18;16;9;4374;358;710;20;490;23;412;34;17032;5980;5315;4191;2927;13500;649;4492;64;2832;27;95;2;7;;3054;14221;10044;;179;8;1;777;816;756;30;14;15;0;0
PERINAT;2017;670798636;670014604;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;228;2509;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2017;680000320;680000643;TYPE2;;42;6;;;5;2395;189;268;18;0;0;0;0;9395;1168;0;0;1821;8315;401;2262;1;1800;6;21;0;5;;1864;;;;27;0;0;0;0;0;0;;0;0;0
PERINAT;2017;680000494;680000643;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;1;411
PERINAT;2017;680000544;680020336;TYPE1;;10;;;;2;465;56;0;0;0;0;0;0;1449;0;0;0;365;1381;67;336;0;365;0;0;0;1;;365;3548;2891;;19;0;1;103;116;92;2;0;0;0;0
PERINAT;2017;680000601;680020336;TYPE1;;12;;;;3;562;60;0;0;0;0;0;0;1804;0;0;0;355;1549;60;322;0;354;1;1;0;3;;356;7074;767;;7;0;1;105;106;96;3;1;0;0;0
PERINAT;2017;680000627;680020336;TYPE3;EXT;58;12;9;6;8;3798;279;483;11;168;2;223;30;15101;3697;2788;1909;2685;12833;586;4062;14;2624;26;61;3;3;;2772;26565;5897;;43;0;1;945;979;829;58;7;10;0;0
PERINAT;2017;680000684;680000973;TYPE2;INT;40;12;6;;6;2933;505;428;28;124;18;0;0;10652;3103;1394;0;1888;9286;362;2467;1;1841;10;47;0;3;;1951;15340;10802;185;30;0;1;470;;272;44;2;15;0;0
PERINAT;2017;680000700;680001005;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1711;1981;172;0;0;0;0;;0;0;;0;0;0
PERINAT;2017;680001195;680000643;TYPE1;;20;;;;3;812;57;0;0;0;0;0;0;2907;0;0;0;714;2801;91;430;0;711;4;3;0;10;;721;4578;4901;401;34;0;0;0;0;0;0;;0;0;0
PERINAT;2017;680020088;680020062;TYPE1;;;;;;;386;46;0;0;0;0;0;0;1284;0;0;0;275;1175;62;346;0;274;1;1;0;0;;282;;;;8;0;1;62;26;62;3;;4;0;0
PERINAT;2017;690000013;690780036;TYPE1;;14;;;;3;1327;93;0;0;0;0;0;0;4252;0;0;0;1068;3857;159;786;2;1066;1;2;0;9;0;1076;1363;5411;75;121;0;1;93;97;59;1;;0;0;0
PERINAT;2017;690000021;690780044;TYPE1;;23;;;;4;1760;144;0;0;0;0;0;0;6790;0;0;0;1304;5860;251;1427;2;1298;1;6;0;30;;1314;;;;20;0;1;149;175;89;6;;0;0;0
PERINAT;2017;690000575;690782222;TYPE2;;26;9;9;;4;2546;167;278;10;208;6;0;0;10216;2452;2514;0;1936;8921;354;2446;6;1900;8;36;0;16;;1997;12295;8213;64;40;1;1;457;355;360;20;;1;0;0
PERINAT;2017;690000625;690782271;CPPR;;;;;;;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;75;92;47;0;;0;;0
PERINAT;2017;690007539;690781810;TYPE3;;93;32;18;14;8;7151;1068;490;12;485;13;467;24;30630;6269;6381;4645;4665;25312;967;7293;30;4473;93;192;18;83;;4881;41695;17595;;194;0;1;1051;1122;652;74;7;125;1;1366
PERINAT;2017;690022959;690000732;TYPE2;;78;15;3;;8;4241;288;363;13;81;0;0;0;19095;4617;322;0;3377;16836;1009;6683;23;3333;8;44;0;13;;3421;;;;59;0;1;484;498;219;18;2;25;1;780
PERINAT;2017;690042080;690000732;TYPE1;;11;;;;3;494;30;0;0;0;0;0;0;1925;0;0;0;388;1711;105;617;0;384;1;4;0;6;;395;;;;1;0;0;0;;0;0;;1;0;0
PERINAT;2017;690780150;690000104;CPPR;;11;;;;0;282;0;0;0;0;0;0;0;1056;0;0;0;0;0;0;0;0;0;0;0;0;0;;42;3380;1658;49;0;0;0;0;;0;0;;0;0;0
PERINAT;2017;690780358;690000195;TYPE2;;68;9;;;10;3187;235;244;12;0;0;0;0;12545;2173;0;0;2693;11041;366;2284;26;2639;5;54;1;120;;2754;;;;28;0;0;0;0;0;0;0;9;1;813
PERINAT;2017;690780416;690031190;TYPE1;INT;30;0;0;0;5;2093;132;0;0;0;0;0;0;7933;0;0;0;1662;6982;413;2393;1;1647;10;15;0;23;0;1679;8468;4514;;86;0;1;113;128;40;4;;0;0;0
PERINAT;2017;690782834;690000724;TYPE1;;20;;;;4;1063;74;0;0;0;0;0;0;3860;0;0;0;853;3440;159;786;8;849;1;4;0;12;;859;;;;8;0;0;0;0;0;0;;1;1;483
PERINAT;2017;690783154;690781810;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;1547;1496;723;15;8;0;0;0
PERINAT;2017;690784137;690781810;TYPE2;;43;12;9;;5;3047;440;279;1;328;10;0;0;12692;4370;3041;0;1984;10398;465;3381;49;1933;25;51;2;6;;2132;7305;8192;;22;0;1;516;507;174;65;0;42;0;0
PERINAT;2017;690784152;690781810;TYPE3;EXT;76;31;18;15;7;5564;702;455;13;353;5;306;7;23688;5355;6299;5230;4174;20237;965;7257;58;4065;51;109;12;19;;4300;6633;8021;151;284;2;1;1058;968;435;120;9;77;0;0
PERINAT;2017;690805361;690805353;TYPE1;;27;;;;6;2691;179;0;0;0;0;0;0;8701;0;0;0;2276;8179;340;1628;3;2265;14;11;0;22;0;2290;9558;5397;72;173;0;0;0;0;0;0;;4;0;0
PERINAT;2017;690807367;690003447;TYPE1;;20;;;;3;1010;55;0;0;0;0;0;0;3794;0;0;0;824;3434;166;1001;0;818;4;6;1;11;;833;;;;21;0;0;0;0;0;0;;0;0;0
PERINAT;2017;690807599;690006598;TYPE1;;22;;;;4;1344;82;0;0;0;0;0;0;4714;0;0;0;1012;4047;164;947;3;1006;4;6;0;10;9;1021;6124;6193;;84;0;1;101;109;43;5;;0;0;0
PERINAT;2017;700000029;700004591;TYPE2;;15;6;0;0;4;1521;85;123;1;0;0;0;0;6169;1268;0;0;1053;5271;151;1078;0;1042;7;11;0;1;0;1076;9277;;241;7;0;1;134;178;47;25;3;4;0;0
PERINAT;2017;700780059;700004591;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1433;;63;0;0;1;15;15;15;;;0;0;0
PERINAT;2017;700780208;700004591;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1391;;4;0;0;1;23;21;23;;0;0;0;0
PERINAT;2017;710010067;710780644;TYPE1;;15;;;;2;735;65;0;0;0;0;0;0;2453;0;0;0;545;2193;95;500;0;538;2;7;0;13;;552;;;;5;0;1;129;133;115;3;;13;0;0
PERINAT;2017;710010786;710781451;TYPE1;;10;;;;3;383;36;0;0;0;0;0;0;1363;0;0;0;275;1245;53;290;0;272;1;3;0;8;;279;1932;821;16;5;0;1;60;76;45;2;0;0;0;0
PERINAT;2017;710978263;710780958;TYPE2;;42;7;7;;1;2388;184;319;12;202;15;0;0;9605;1944;2411;0;1725;8065;265;1795;11;1699;12;26;1;4;;1759;10163;12283;291;14;1;1;401;360;205;28;;6;0;0
PERINAT;2017;710978289;710780263;TYPE2;EXT;36;7;3;0;4;2128;154;247;51;128;9;0;0;8404;1621;1143;0;1537;7161;220;1496;1;1518;3;19;0;4;0;1568;10106;4793;249;14;0;1;329;367;167;15;0;0;0;0
PERINAT;2017;710978313;710976705;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3691;1644;;0;0;1;81;86;55;0;;0;0;0
PERINAT;2017;710978347;570010181;TYPE1;;18;;;;3;983;105;0;0;0;0;0;0;3063;0;0;0;660;2579;140;742;0;652;3;8;1;21;21;671;10559;4251;129;18;0;1;112;96;73;2;;0;0;0
PERINAT;2017;720000033;720000025;TYPE3;INT;62;16;6;8;9;4813;539;479;11;197;5;178;10;19409;4375;2217;2205;3380;16694;623;4313;33;3307;38;73;1;0;0;3475;3790;9069;232;204;1;1;863;952;440;60;0;17;0;0
PERINAT;2017;720000231;720000637;TYPE2;;41;9;3;;11;2329;245;425;11;123;5;0;0;8392;2387;796;0;1703;7367;361;2067;0;1679;6;24;0;5;;1743;;;;23;0;1;140;129;84;6;;22;1;368
PERINAT;2017;720016179;720016724;TYPE1;;17;;;;3;824;149;0;0;0;0;0;0;2786;0;0;0;532;2443;94;561;0;529;2;3;2;3;;540;2918;3803;31;5;0;1;66;87;42;2;;3;0;0
