BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2017;020000519;020000261;M1140;5;1;5.5;1;1;;
PERINAT_P;2017;020000519;020000261;M2050;8;;8;0;1;;
PERINAT_P;2017;020000519;020000261;MIVG;3;;3;;;;
PERINAT_P;2017;020000519;020000261;N2340;8;3;10.05;;;;
PERINAT_P;2017;020000519;020000261;N2700;;1;0.6;;;;
PERINAT_P;2017;020000519;020000261;N2800;13;3;15.1;;;;
PERINAT_P;2017;020000519;020000261;N280H;2;;2;;;;
PERINAT_P;2017;020000535;020000287;M1140;2;1;2.2;;;;
PERINAT_P;2017;020000535;020000287;M2050;5;2;6.33;;;;
PERINAT_P;2017;020000535;020000287;N2800;12;0;11.83;;;;
PERINAT_P;2017;020000535;020000287;N280H;8;0;7.71;;;;
PERINAT_P;2017;020001061;020004404;M1030;2;;0.75;0;1;0;1
PERINAT_P;2017;020001061;020004404;M1140;1;2;1.02;0;1;;
PERINAT_P;2017;020001061;020004404;M2050;3;2;3.36;0;1;;
PERINAT_P;2017;020001061;020004404;N2340;3;;3;;;;
PERINAT_P;2017;020001061;020004404;N2700;1;;0.02;;;;
PERINAT_P;2017;020001061;020004404;N2800;13;4;15.14;;;;
PERINAT_P;2017;020001061;020004404;N3120;1;;0.5;;;;
PERINAT_P;2017;020010047;020001632;M1030;6;1;6.5;;1;;1
PERINAT_P;2017;020010047;020001632;M1140;2;2;2.5;;1;;
PERINAT_P;2017;020010047;020001632;M2050;5;;5;;1;;
PERINAT_P;2017;020010047;020001632;N2340;;1;0.8;;;;
PERINAT_P;2017;020010047;020001632;N2700;1;;1;;;;
PERINAT_P;2017;020010047;020001632;N2800;8;4;10;;;;
PERINAT_P;2017;020010047;020001632;N280H;5;2;5;;;;
PERINAT_P;2017;020010047;020001632;N3120;1;;1;;;;
PERINAT_P;2017;030000061;030780092;M1030;0;0;0;1;0;0;0
PERINAT_P;2017;030000061;030780092;M1140;0;6;0.65;0;1;;
PERINAT_P;2017;030000061;030780092;M2050;0;5;0.6;0;1;;
PERINAT_P;2017;030000061;030780092;MIVG;0;1;0.3;;;;
PERINAT_P;2017;030000061;030780092;N2340;3;1;5.47;;;;
PERINAT_P;2017;030000061;030780092;N2800;20;12;26.15;;;;
PERINAT_P;2017;030000061;030780092;N280H;18;11;13;;;;
PERINAT_P;2017;030000079;030780100;M1140;5;2;5.69;0;1;;
PERINAT_P;2017;030000079;030780100;M2050;6;2;5.69;0;1;;
PERINAT_P;2017;030000079;030780100;N2340;9;;9;;;;
PERINAT_P;2017;030000079;030780100;N2700;1;;1;;;;
PERINAT_P;2017;030000079;030780100;N2800;19;6;23.47;;;;
PERINAT_P;2017;030000079;030780100;N3120;1;;0.5;;;;
PERINAT_P;2017;030000087;030780118;M1030;7;2;7.15;1;0;0;0
PERINAT_P;2017;030000087;030780118;M1140;3;1;3.6;0;1;;
PERINAT_P;2017;030000087;030780118;M2050;8;1;7.53;0;1;;
PERINAT_P;2017;030000087;030780118;N2700;1;0;1;;;;
PERINAT_P;2017;030000087;030780118;N2800;16;15;26.5;;;;
PERINAT_P;2017;030000087;030780118;N280H;15;;15;;;;
PERINAT_P;2017;030000087;030780118;N3120;1;0;1;;;;
PERINAT_P;2017;030781116;030000426;M1030;1;;1;0;1;0;0
PERINAT_P;2017;030781116;030000426;M1140;0;;;0;1;;
PERINAT_P;2017;030781116;030000426;M2050;2;;0.1;0;1;;
PERINAT_P;2017;030781116;030000426;MIVG;1;;1;;;;
PERINAT_P;2017;040000093;040780215;M1030;;;;1;;0;
PERINAT_P;2017;040000093;040780215;M1140;1;2;1.15;0;1;;
PERINAT_P;2017;040000093;040780215;M2050;4;2;4.4;0;1;;
PERINAT_P;2017;040000093;040780215;MIVG;4;2;4.4;;;;
PERINAT_P;2017;040000093;040780215;N2340;4;2;5.6;;;;
PERINAT_P;2017;040000093;040780215;N2700;1;;0.3;;;;
PERINAT_P;2017;040000093;040780215;N2800;12;8;16.57;;;;
PERINAT_P;2017;040000093;040780215;N280H;12;8;16.57;;;;
PERINAT_P;2017;040000135;050002948;N2800;0;2;0.32;;;;
PERINAT_P;2017;040000911;040788879;M1140;;1;0.85;;;;
PERINAT_P;2017;040000911;040788879;M2050;;3;0.24;;;;
PERINAT_P;2017;040000911;040788879;MIVG;1;3;2.86;;;;
PERINAT_P;2017;040000911;040788879;N2340;1;;1;;;;
PERINAT_P;2017;040000911;040788879;N2700;;1;0.28;;;;
PERINAT_P;2017;040000911;040788879;N2800;7;3;8.39;;;;
PERINAT_P;2017;040000911;040788879;N280H;7;3;8.39;;;;
PERINAT_P;2017;050000231;050000116;M2050;1;2;1.87;;;;
PERINAT_P;2017;050000231;050000116;N2700;0;1;0.71;;;;
PERINAT_P;2017;050000231;050000116;N2800;0;12;9.07;;;;
PERINAT_P;2017;050000231;050000116;N280H;0;12;9.07;;;;
PERINAT_P;2017;050000256;050000124;N2800;1;;1;;;;
PERINAT_P;2017;050000348;050002948;M1140;0;6;2.36;;;;
PERINAT_P;2017;050000348;050002948;M2050;0;8;4.57;;;;
PERINAT_P;2017;050000348;050002948;MIVG;0;1;0.3;;;;
PERINAT_P;2017;050000348;050002948;N2340;0;3;1.8;;;;
PERINAT_P;2017;050000348;050002948;N2800;12;15;20.47;;;;
PERINAT_P;2017;050000348;050002948;N280H;4;5;5.12;;;;
PERINAT_P;2017;060000478;060780897;M1030;8;4;9.48;;;;
PERINAT_P;2017;060000478;060780897;M1140;6;0;1.47;;;;
PERINAT_P;2017;060000478;060780897;M2050;6;5;5.45;;;;
PERINAT_P;2017;060000478;060780897;MIVG;0;1;0.45;;;;
PERINAT_P;2017;060000478;060780897;N2340;14;6;18.89;;;;
PERINAT_P;2017;060000478;060780897;N2700;0;1;0.82;;;;
PERINAT_P;2017;060000478;060780897;N2800;18;14;28.47;;;;
PERINAT_P;2017;060000478;060780897;N280H;10;4;11.7;;;;
PERINAT_P;2017;060000510;060780954;M1030;10;1;10.1;1;;0;
PERINAT_P;2017;060000510;060780954;M1140;6;7;6.52;;1;;
PERINAT_P;2017;060000510;060780954;M2050;7;3;6.03;;1;;
PERINAT_P;2017;060000510;060780954;N2700;;;0.26;;;;
PERINAT_P;2017;060000510;060780954;N2800;13;3;15.25;;;;
PERINAT_P;2017;060000544;060780988;M1030;1;1;1.2;1;0;0;0
PERINAT_P;2017;060000544;060780988;M1140;;1;1;1;0;;
PERINAT_P;2017;060000544;060780988;M2050;7;7;7.6;1;0;;
PERINAT_P;2017;060000544;060780988;MIVG;;1;0.43;;;;
PERINAT_P;2017;060000544;060780988;N2340;3;1;3.43;;;;
PERINAT_P;2017;060000544;060780988;N2700;;1;0.34;;;;
PERINAT_P;2017;060000544;060780988;N2800;22;6;26.39;;;;
PERINAT_P;2017;060000544;060780988;N280H;11;4;13.7;;;;
PERINAT_P;2017;060000544;060780988;N3120;;1;0.25;;;;
PERINAT_P;2017;060002102;060791761;M2050;;1;0.6;;;;
PERINAT_P;2017;060002102;060791761;N2800;1;1;1.06;;;;
PERINAT_P;2017;060021417;060000221;M2050;;4;0.04;;;;
PERINAT_P;2017;060021417;060000221;N2700;;1;0.02;;;;
PERINAT_P;2017;060780517;060000239;M1030;12;;12;0;1;0;1
PERINAT_P;2017;060780517;060000239;M1140;;5;2.5;0;1;;
PERINAT_P;2017;060780517;060000239;M2050;8;2;8.3;0;1;;
PERINAT_P;2017;060780517;060000239;MIVG;;5;2.5;;;;
PERINAT_P;2017;060780517;060000239;N2700;;1;0.2;;;;
PERINAT_P;2017;060780517;060000239;N2800;10;6;13.82;;;;
PERINAT_P;2017;060780517;060000239;N280H;2;0;2;;;;
PERINAT_P;2017;060780517;060000239;N3120;;1;0.25;;;;
PERINAT_P;2017;060780590;060000270;M2050;1;;1;;;;
PERINAT_P;2017;060780699;060000346;M1030;;2;0.1;0;0;;
PERINAT_P;2017;060780699;060000346;M2050;;5;0.1;0;0;;
PERINAT_P;2017;060780715;060000361;M1030;;8;3.6;1;0;1;0
PERINAT_P;2017;060780715;060000361;M1140;;32;4.8;0;1;;
PERINAT_P;2017;060780715;060000361;M2050;;15;6;1;0;;
PERINAT_P;2017;060780715;060000361;N2340;2;;2;;;;
PERINAT_P;2017;060780715;060000361;N2700;;1;0.2;;;;
PERINAT_P;2017;060780715;060000361;N2800;18;3;19.1;;;;
PERINAT_P;2017;060780715;060000361;N280H;8;1;8.6;;;;
PERINAT_P;2017;060780715;060000361;N3120;;1;0.2;;;;
PERINAT_P;2017;060780756;060000403;M1030;5;1;6;;;;
PERINAT_P;2017;060780756;060000403;M1140;2;4;6;;;;
PERINAT_P;2017;060780756;060000403;M2050;;18;18;;;;
PERINAT_P;2017;060781200;060000635;MIVG;;4;0.2;;;;
PERINAT_P;2017;060781200;060000635;N2700;;1;0.1;;;;
PERINAT_P;2017;060781200;060000635;N3120;;1;0.1;;;;
PERINAT_P;2017;060789195;060785011;M1030;0;5;2.22;1;0;1;0
PERINAT_P;2017;060789195;060785011;M1140;6;10;8.89;1;0;;
PERINAT_P;2017;060789195;060785011;M2050;2;13;6.34;1;0;;
PERINAT_P;2017;060789195;060785011;MIVG;0;2;0.55;;;;
PERINAT_P;2017;060789195;060785011;N2340;31;15;42.26;;;;
PERINAT_P;2017;060789195;060785011;N2700;1;3;1.66;;;;
PERINAT_P;2017;060789195;060785011;N2800;55;18;64.4;;;;
PERINAT_P;2017;060789195;060785011;N280H;44;16;51.33;;;;
PERINAT_P;2017;070000013;070002878;M1140;0;2;0.4;;;;
PERINAT_P;2017;070000013;070002878;M2050;1;2;1.5;;;;
PERINAT_P;2017;070000013;070002878;MIVG;0;1;0.1;;;;
PERINAT_P;2017;070000013;070002878;N2800;8;1;6.8;;;;
PERINAT_P;2017;070000013;070002878;N280H;2;1;1.84;;;;
PERINAT_P;2017;070000096;070780184;N2800;;3;1.5;;;;
PERINAT_P;2017;070000179;070780358;M1140;4;1;2.07;0;0;;
PERINAT_P;2017;070000179;070780358;M2050;4;0;2.84;0;1;;
PERINAT_P;2017;070000179;070780358;N2340;1;4;2.95;;;;
PERINAT_P;2017;070000179;070780358;N2700;2;0;0.13;;;;
PERINAT_P;2017;070000179;070780358;N2800;6;9;10.23;;;;
PERINAT_P;2017;070000179;070780358;N280H;6;9;10.23;;;;
PERINAT_P;2017;070000195;070780374;M2050;;1;0.2;0;0;;
PERINAT_P;2017;070000195;070780374;N2700;1;;0.08;;;;
PERINAT_P;2017;070000195;070780374;N2800;4;;4;;;;
PERINAT_P;2017;070000195;070780374;N3120;1;;0.1;;;;
PERINAT_P;2017;070000609;070005566;M2050;5;1;4.96;;;;
PERINAT_P;2017;070000609;070005566;N2700;0;1;0.3;;;;
PERINAT_P;2017;070000609;070005566;N2800;12;5;14.2;;;;
PERINAT_P;2017;070000609;070005566;N280H;12;5;14.2;;;;
PERINAT_P;2017;070000609;070005566;N3120;1;1;0.08;;;;
PERINAT_P;2017;070780424;070000245;M1030;10;2;11;1;1;1;1
PERINAT_P;2017;070780424;070000245;M1140;3;0;3;;1;;
PERINAT_P;2017;070780424;070000245;M2050;6;0;6;1;;;
PERINAT_P;2017;070780424;070000245;N2700;;1;0.5;;;;
PERINAT_P;2017;070780424;070000245;N2800;6;11;14.88;;;;
PERINAT_P;2017;070780424;070000245;N280H;5;9;10.89;;;;
PERINAT_P;2017;080000110;080000037;M1030;2;;2;1;0;;
PERINAT_P;2017;080000110;080000037;M1140;3;;3;0;1;;
PERINAT_P;2017;080000110;080000037;M2050;4;;4;0;1;;
PERINAT_P;2017;080000110;080000037;N2700;;1;0.17;;;;
PERINAT_P;2017;080000110;080000037;N2800;12;5;15.77;;;;
PERINAT_P;2017;080000219;080001969;M2050;;8;0.86;;;;
PERINAT_P;2017;080000219;080001969;MIVG;1;;0.08;;;;
PERINAT_P;2017;080000219;080001969;N2800;2;4;3.2;;;;
PERINAT_P;2017;080000276;080001969;N2800;;1;0.2;;;;
PERINAT_P;2017;080000425;080000615;M1030;8;0;4.64;1;1;1;0
PERINAT_P;2017;080000425;080000615;M1140;5;1;1;1;;;
PERINAT_P;2017;080000425;080000615;M2050;2;1;0.88;1;0;;
PERINAT_P;2017;080000425;080000615;MIVG;;1;0.33;;;;
PERINAT_P;2017;080000425;080000615;N2340;7;7;11.47;;;;
PERINAT_P;2017;080000425;080000615;N2800;19;9;25.18;;;;
PERINAT_P;2017;080000425;080000615;N280H;12;5;15.23;;;;
PERINAT_P;2017;090000175;090781774;M1030;;11;0.72;1;0;1;0
PERINAT_P;2017;090000175;090781774;M1140;;;;0;1;;
PERINAT_P;2017;090000175;090781774;M2050;3;4;7.1;0;1;;
PERINAT_P;2017;090000175;090781774;N2340;;13;4.42;;;;
PERINAT_P;2017;090000175;090781774;N2800;13;16;16.11;;;;
PERINAT_P;2017;090000183;090781816;M1030;1;;0.11;1;0;;
PERINAT_P;2017;090000183;090781816;M1140;;1;0.55;0;1;;
PERINAT_P;2017;090000183;090781816;M2050;2;;1.47;0;1;;
PERINAT_P;2017;090000183;090781816;N2800;4;4;8.75;;;;
PERINAT_P;2017;090000183;090781816;N280H;4;4;8.12;;;;
PERINAT_P;2017;090001629;090780107;M1140;;1;0.18;;;;
PERINAT_P;2017;090001629;090780107;M2050;;1;0.01;;;;
PERINAT_P;2017;090001629;090780107;N2800;;2;0.41;;;;
PERINAT_P;2017;090001629;090780107;N3120;;1;0.1;;;;
PERINAT_P;2017;100000090;100000017;M1030;1;0;1;0;0;;
PERINAT_P;2017;100000090;100000017;M1140;6;0;5.7;0;1;;
PERINAT_P;2017;100000090;100000017;M2050;7;6;7.18;1;1;;
PERINAT_P;2017;100000090;100000017;MIVG;0;1;0.15;;;;
PERINAT_P;2017;100000090;100000017;N2340;13;10;20.87;;;;
PERINAT_P;2017;100000090;100000017;N2700;1;0;1.3;;;;
PERINAT_P;2017;100000090;100000017;N2800;31;18;44.32;;;;
PERINAT_P;2017;100000090;100000017;N280H;28;14;14.8;;;;
PERINAT_P;2017;100000090;100000017;N3120;0;1;0.15;;;;
PERINAT_P;2017;100000199;100006279;M1030;1;2;2;;;;
PERINAT_P;2017;100000199;100006279;M1140;1;2;1.22;;;;
PERINAT_P;2017;100000199;100006279;M2050;1;5;0.82;;;;
PERINAT_P;2017;100000199;100006279;MIVG;1;5;0.82;;;;
PERINAT_P;2017;100000199;100006279;N2340;2;1;2.05;;;;
PERINAT_P;2017;100000199;100006279;N2800;12;5;14.57;;;;
PERINAT_P;2017;100000199;100006279;N280H;10;3;5.8;;;;
PERINAT_P;2017;100002351;100000561;M1030;5;;5;0;1;0;1
PERINAT_P;2017;100002351;100000561;M1140;2;;2;0;1;;
PERINAT_P;2017;100002351;100000561;M2050;8;;8;0;1;;
PERINAT_P;2017;100002351;100000561;MIVG;5;;5;;;;
PERINAT_P;2017;100002351;100000561;N2800;10;;10;;;;
PERINAT_P;2017;100002351;100000561;N280H;10;;10;;;;
PERINAT_P;2017;110000023;110780061;M1030;;12;1.66;1;0;1;0
PERINAT_P;2017;110000023;110780061;M1140;;3;1.11;0;1;;
PERINAT_P;2017;110000023;110780061;M2050;7;7;8.12;1;0;;
PERINAT_P;2017;110000023;110780061;MIVG;;2;0.25;;;;
PERINAT_P;2017;110000023;110780061;N2340;9;;9.16;;;;
PERINAT_P;2017;110000023;110780061;N2700;;1;0.43;;;;
PERINAT_P;2017;110000023;110780061;N2800;29;17;40.49;;;;
PERINAT_P;2017;110000023;110780061;N280H;29;17;12.78;;;;
PERINAT_P;2017;110000023;110780061;N3120;;2;0.18;;;;
PERINAT_P;2017;110000056;110780137;M1030;6;1;1;1;0;0;0
PERINAT_P;2017;110000056;110780137;M1140;4;;0.8;0;1;;
PERINAT_P;2017;110000056;110780137;M2050;6;;3.75;0;1;;
PERINAT_P;2017;110000056;110780137;N2340;2;;1.5;;;;
PERINAT_P;2017;110000056;110780137;N2800;17;4;17.74;;;;
PERINAT_P;2017;110000056;110780137;N280H;16;4;16.74;;;;
PERINAT_P;2017;110780228;110000114;M1030;6;;6;0;1;0;0
PERINAT_P;2017;110780228;110000114;M1140;1;;1;0;1;;
PERINAT_P;2017;110780228;110000114;M2050;4;;4;0;1;;
PERINAT_P;2017;110780228;110000114;MIVG;3;;3;;;;
PERINAT_P;2017;110780228;110000114;N2340;1;1;1.8;;;;
PERINAT_P;2017;110780228;110000114;N2800;13;8;13.53;;;;
PERINAT_P;2017;110780228;110000114;N280H;6;4;6.76;;;;
PERINAT_P;2017;110780228;110000114;N3120;;1;0.1;;;;
PERINAT_P;2017;110780483;110000155;M1140;2;;2;;;;
PERINAT_P;2017;120000039;120780044;M1030;4;1;4.67;1;0;0;
PERINAT_P;2017;120000039;120780044;M1140;4;1;4.5;1;0;;
PERINAT_P;2017;120000039;120780044;M2050;5;;4.44;1;0;;
PERINAT_P;2017;120000039;120780044;N2340;4;11;11.62;;;;
PERINAT_P;2017;120000039;120780044;N2800;18;10;21.97;;;;
PERINAT_P;2017;120000039;120780044;N280H;18;10;21.97;;;;
PERINAT_P;2017;120000039;120780044;N3120;0;1;0.45;;;;
PERINAT_P;2017;120000054;120780069;M1030;0;0;0;;1;;0
PERINAT_P;2017;120000054;120780069;M1140;0;2;0.66;0;1;;
PERINAT_P;2017;120000054;120780069;M2050;0;3;0.52;0;1;;
PERINAT_P;2017;120000054;120780069;N2800;9;7;14.08;;;;
PERINAT_P;2017;120000054;120780069;N280H;9;7;14.08;;;;
PERINAT_P;2017;120000070;120780085;M1140;;1;0.2;;;;
PERINAT_P;2017;120000070;120780085;M2050;;2;1.25;;;;
PERINAT_P;2017;120000070;120780085;MIVG;;1;0.1;;;;
PERINAT_P;2017;120000070;120780085;N2800;4;2;5;;;;
PERINAT_P;2017;120004569;120004528;M1030;;1;0.2;1;0;;0
PERINAT_P;2017;120004569;120004528;M1140;;3;1.3;0;1;;
PERINAT_P;2017;120004569;120004528;M2050;;4;2.3;0;1;;
PERINAT_P;2017;120004569;120004528;MIVG;;1;0.2;;;;
PERINAT_P;2017;120004569;120004528;N2800;8;4;10.71;;;;
PERINAT_P;2017;120004569;120004528;N280H;6;4;10.17;;;;
PERINAT_P;2017;120004668;120004619;M1030;2;;0.29;0;1;0;1
PERINAT_P;2017;120004668;120004619;M1140;;3;1.38;0;1;;
PERINAT_P;2017;120004668;120004619;M2050;;2;0.81;0;1;;
PERINAT_P;2017;120004668;120004619;N2800;5;5;8.28;;;;
PERINAT_P;2017;120004668;120004619;N280H;5;4;7.88;;;;
PERINAT_P;2017;130000409;130041916;M1030;0;15;4.33;1;;1;
PERINAT_P;2017;130000409;130041916;M1140;13;13;15.95;1;;;
PERINAT_P;2017;130000409;130041916;M2050;3;21;11.07;1;;;
PERINAT_P;2017;130000409;130041916;MIVG;0;7;0.75;;;;
PERINAT_P;2017;130000409;130041916;N2340;14;21;28.21;;;;
PERINAT_P;2017;130000409;130041916;N2700;1;4;3.25;;;;
PERINAT_P;2017;130000409;130041916;N2800;24;11;30.95;;;;
PERINAT_P;2017;130000409;130041916;N280H;24;11;30.95;;;;
PERINAT_P;2017;130000565;130781446;M1140;;7;0.9;1;;;
PERINAT_P;2017;130000565;130781446;M2050;;5;4.68;1;;;
PERINAT_P;2017;130000565;130781446;MIVG;;2;0.3;;;;
PERINAT_P;2017;130000565;130781446;N2700;;1;0.4;;;;
PERINAT_P;2017;130000565;130781446;N2800;15;6;16.64;;;;
PERINAT_P;2017;130000565;130781446;N280H;5;2;6.22;;;;
PERINAT_P;2017;130000565;130781446;N3120;;1;0.2;;;;
PERINAT_P;2017;130001225;130782634;M1030;;;;1;0;0;0
PERINAT_P;2017;130001225;130782634;M1140;4;2;1.4;1;0;;
PERINAT_P;2017;130001225;130782634;M2050;5;4;3.83;1;0;;
PERINAT_P;2017;130001225;130782634;MIVG;5;3;0.98;;;;
PERINAT_P;2017;130001225;130782634;N2700;1;1;0.65;;;;
PERINAT_P;2017;130001225;130782634;N2800;17;13;25.05;;;;
PERINAT_P;2017;130001225;130782634;N280H;16;11;21.87;;;;
PERINAT_P;2017;130002215;130785512;M1140;1;2;2.2;0;0;;
PERINAT_P;2017;130002215;130785512;M2050;2;3;4.3;0;0;;
PERINAT_P;2017;130002215;130785512;MIVG;;1;0.6;;;;
PERINAT_P;2017;130002215;130785512;N2700;;1;0.5;;;;
PERINAT_P;2017;130002215;130785512;N2800;10;4;13.15;;;;
PERINAT_P;2017;130002215;130785512;N280H;6;;6;;;;
PERINAT_P;2017;130002827;130789274;M1030;0;0;0;1;;0;
PERINAT_P;2017;130002827;130789274;M1140;2;0;2;;1;;
PERINAT_P;2017;130002827;130789274;M2050;2;3;3.57;1;;;
PERINAT_P;2017;130002827;130789274;N2340;1;3;2.87;;;;
PERINAT_P;2017;130002827;130789274;N2700;0;1;0.8;;;;
PERINAT_P;2017;130002827;130789274;N2800;13;7;17.72;;;;
PERINAT_P;2017;130002827;130789274;N280H;13;7;17.72;;;;
PERINAT_P;2017;130002835;130789316;M1030;0;0;0;1;0;1;0
PERINAT_P;2017;130002835;130789316;M1140;7;3;7.71;1;0;;
PERINAT_P;2017;130002835;130789316;M2050;3;8;7.97;1;0;;
PERINAT_P;2017;130002835;130789316;MIVG;0;2;0.1;;;;
PERINAT_P;2017;130002835;130789316;N2340;5;4;8.09;;;;
PERINAT_P;2017;130002835;130789316;N2700;0;1;0.44;;;;
PERINAT_P;2017;130002835;130789316;N2800;19;22;31.65;;;;
PERINAT_P;2017;130002835;130789316;N280H;0;41;13.65;;;;
PERINAT_P;2017;130008253;130001084;M1030;7;;7;;;;
PERINAT_P;2017;130008253;130001084;M1140;;8;4;;;;
PERINAT_P;2017;130008253;130001084;M2050;6;;6;;;;
PERINAT_P;2017;130008253;130001084;N2700;;1;0.5;;;;
PERINAT_P;2017;130008253;130001084;N2800;8;15;15.58;;;;
PERINAT_P;2017;130008253;130001084;N280H;4;7;8.11;;;;
PERINAT_P;2017;130008253;130001084;N3120;;1;0.3;;;;
PERINAT_P;2017;130780521;130786049;M1030;;2;0.6;0;0;;
PERINAT_P;2017;130780521;130786049;M1140;4;5;5.68;0;1;;
PERINAT_P;2017;130780521;130786049;M2050;;11;2.16;0;1;;
PERINAT_P;2017;130780521;130786049;MIVG;;5;0.7;;;;
PERINAT_P;2017;130780521;130786049;N2340;35;25;52.03;;;;
PERINAT_P;2017;130780521;130786049;N2700;;2;1.47;;;;
PERINAT_P;2017;130780521;130786049;N2800;19;16;31.1;;;;
PERINAT_P;2017;130780521;130786049;N280H;19;16;31.1;;;;
PERINAT_P;2017;130781289;130002447;M2050;;2;;;;;
PERINAT_P;2017;130781370;130000532;M1030;4;0;4;0;1;0;0
PERINAT_P;2017;130781370;130000532;MIVG;;1;0.25;;;;
PERINAT_P;2017;130781479;130000599;M1030;9;;9;0;1;0;0
PERINAT_P;2017;130781479;130000599;M1140;1;5;4;0;1;;
PERINAT_P;2017;130781479;130000599;M2050;3;1;3.5;0;1;;
PERINAT_P;2017;130781479;130000599;MIVG;3;1;3.5;;;;
PERINAT_P;2017;130781479;130000599;N2340;1;;1;;;;
PERINAT_P;2017;130781479;130000599;N2800;8;;7.6;;;;
PERINAT_P;2017;130781479;130000599;N280H;8;;7.6;;;;
PERINAT_P;2017;130783236;130786049;M1140;9;6;9.72;0;0;;
PERINAT_P;2017;130783236;130786049;M2050;8;13;9.68;1;1;;
PERINAT_P;2017;130783236;130786049;N2340;55;10;70.87;;;;
PERINAT_P;2017;130783236;130786049;N2700;4;;4;;;;
PERINAT_P;2017;130783236;130786049;N2800;18;30;38.74;;;;
PERINAT_P;2017;130783236;130786049;N280H;18;30;38.74;;;;
PERINAT_P;2017;130783327;130001415;M1030;;17;3.4;1;0;1;0
PERINAT_P;2017;130783327;130001415;M1140;2;6;8.3;0;0;;
PERINAT_P;2017;130783327;130001415;M2050;;21;4.2;1;0;;
PERINAT_P;2017;130783327;130001415;N2700;1;;1;;;;
PERINAT_P;2017;130783327;130001415;N2800;16;19;31.74;;;;
PERINAT_P;2017;130783327;130001415;N280H;7;11;16.58;;;;
PERINAT_P;2017;130783665;130043722;M1030;2;;0.25;0;0;;
PERINAT_P;2017;130783665;130043722;M2050;2;;0.25;0;0;;
PERINAT_P;2017;130783665;130043722;N2700;1;;0.1;;;;
PERINAT_P;2017;130783665;130043722;N3120;1;;0.1;;;;
PERINAT_P;2017;130784713;130038847;M1030;8;3;9.5;1;;1;
PERINAT_P;2017;130784713;130038847;M1140;3;5;5.5;0;1;;
PERINAT_P;2017;130784713;130038847;M2050;25;3;26.5;1;;;
PERINAT_P;2017;130784713;130038847;MIVG;4;1;4.5;;;;
PERINAT_P;2017;130784713;130038847;N2340;7;;6.83;;;;
PERINAT_P;2017;130784713;130038847;N2700;;1;0.5;;;;
PERINAT_P;2017;130784713;130038847;N2800;22;9;25.06;;;;
PERINAT_P;2017;130784713;130038847;N280H;16;5;17.94;;;;
PERINAT_P;2017;130784713;130038847;N3120;1;;0.3;;;;
