BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMUDC;ACCMU;ACCUNDC;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2016;060789195;060785011;TYPE3;;59;20;9;8;9;3941;131;357;7;201;3;334;11;19025;5778;2889;3213;3118;15538;668;4771;59;3012;7;106;81;1;;3291;4594;4019;47;90;0;1;1013;1044;299;139;;62;1;444
PERINAT;2016;070000013;070002878;TYPE1;;9;;;;2;267;30;0;0;0;0;0;0;892;0;0;0;192;801;29;155;0;191;0;1;2;5;;193;1652;2286;181;8;0;1;92;91;69;4;1;4;0;0
PERINAT;2016;070000096;070780184;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;291;1353;12;;;0;;;;;;;0;
PERINAT;2016;070000179;070780358;TYPE2;;19;6;;;3;984;82;141;22;0;0;0;0;3528;1247;0;0;682;3035;147;932;0;676;0;6;3;4;;691;3567;4893;;18;0;1;64;109;24;6;1;0;0;0
PERINAT;2016;070000195;070780374;CPPR;;8;;;;;433;2;0;0;0;0;0;0;1816;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;;0;;;;0;0;0
PERINAT;2016;070000609;070005566;TYPE2;;16;4;;;3;925;112;100;7;0;0;0;0;3078;795;0;0;639;2732;156;950;3;630;0;9;2;5;;653;10977;3139;;22;1;1;285;270;179;11;;31;0;0
PERINAT;2016;070780424;070000245;TYPE1;;26;;;;4;1410;142;0;0;0;0;0;0;5200;0;0;0;1013;4433;248;1511;1;1001;0;12;2;28;;1028;;;;10;13;0;0;1;0;0;;0;1;422
PERINAT;2016;080000110;080000037;TYPE2;;16;4;0;0;2;1014;81;179;2;0;0;0;0;3651;1094;0;0;671;3100;172;1019;0;664;0;7;8;0;;681;3633;19610;19;11;0;1;146;182;96;10;0;2;0;0
PERINAT;2016;080000219;080001969;;;0;0;0;0;0;26;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1352;3493;163;0;0;0;0;0;0;0;;7;0;0
PERINAT;2016;080000276;080001969;CPPR;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;385;310;18;;;0;;0;;;;;0;
PERINAT;2016;080000425;080000615;TYPE2;;26;6;6;;6;2037;118;337;15;144;25;0;0;8099;1924;1131;0;1469;6776;288;1724;3;1436;2;33;17;12;;1511;8086;32977;598;18;0;1;309;331;144;24;;3;1;131
PERINAT;2016;090000175;090781774;TYPE2;;25;4;;;2;1331;124;234;77;0;0;0;0;5527;1143;0;0;962;4736;170;1211;0;950;0;12;4;11;;978;;3673;;51;0;1;388;362;281;16;1;10;0;0
PERINAT;2016;090000183;090781816;TYPE1;;4;;;;2;290;42;0;0;0;0;0;0;876;0;0;0;215;814;25;138;0;215;0;0;2;6;;218;3918;1187;141;31;0;1;94;88;79;1;;1;0;0
PERINAT;2016;090001629;090780107;CPPR;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;566;313;;;0;;;;;;;0;
PERINAT;2016;100000090;100000017;TYPE3;;51;6;3;6;5;3053;196;623;13;151;7;128;8;11850;3904;1220;2261;2200;9866;468;3062;25;2145;2;55;12;2;;2280;12283;11809;;50;0;1;706;683;443;63;4;43;0;0
PERINAT;2016;100000199;100006279;TYPE1;;18;;;;3;795;85;0;0;0;0;0;0;2700;0;0;0;493;2069;98;534;0;489;0;4;8;10;;501;;;;14;0;1;31;43;14;1;;1;0;0
PERINAT;2016;100002351;100000561;TYPE1;;15;;;;2;720;78;0;0;0;0;0;0;2466;0;0;0;475;2020;94;539;0;470;0;5;2;1;;486;;;;10;0;1;129;131;73;0;;8;0;0
PERINAT;2016;110000023;110780061;TYPE2;;39;6;;;5;2348;189;342;20;0;0;0;0;9483;2389;0;0;1669;8187;305;2143;1;1649;0;20;9;12;0;1704;12838;5224;168;40;0;1;541;622;326;29;3;6;0;0
PERINAT;2016;110000056;110780137;TYPE1;;15;;;;4;1129;133;0;0;0;0;0;0;4067;0;0;0;788;3551;153;927;1;783;0;5;2;8;;793;;;;38;0;1;443;447;351;31;;0;0;0
PERINAT;2016;110780228;110000114;TYPE1;;18;;;;3;1022;122;0;0;0;0;0;0;3383;0;0;0;575;2511;161;890;0;567;0;8;6;4;;585;;;;21;0;1;180;182;133;7;;26;0;0
PERINAT;2016;110780483;110000155;;;0;;;;;5;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;71;65;66;1;;0;0;0
PERINAT;2016;120000039;120780044;TYPE2;EXT;19;10;2;0;3;1643;91;309;7;81;13;0;0;6774;1987;300;0;1292;5717;217;1404;16;1271;0;21;11;7;;1313;12742;3355;150;21;1;1;277;285;190;11;0;21;0;0
PERINAT;2016;120000054;120780069;TYPE1;;12;;;;3;683;75;0;0;0;0;0;0;2629;0;0;0;493;2290;73;496;0;492;0;1;2;5;;497;6064;2282;48;18;1;1;124;130;105;2;;1;0;0
PERINAT;2016;120000070;120780085;TYPE1;;15;;;;2;292;53;0;0;0;0;0;0;943;0;0;0;185;793;37;190;0;185;0;0;1;5;;185;;;;4;0;1;72;113;47;3;;3;0;0
PERINAT;2016;120004569;120004528;TYPE1;;12;;;;2;383;41;0;0;0;0;0;0;1283;0;0;0;266;1132;50;286;0;264;0;2;0;8;;272;4252;3103;35;9;0;1;77;78;71;0;3;0;0;0
PERINAT;2016;120004668;120004619;TYPE1;;6;;;;2;323;23;0;0;0;0;0;0;1105;0;0;0;239;992;33;191;0;238;0;1;0;3;0;241;1091;1967;237;18;0;1;19;4;17;0;0;0;0;0
PERINAT;2016;130000409;130041916;TYPE2;;35;6;6;;5;2448;200;380;18;166;6;0;0;10167;2686;2303;0;1735;8308;372;2442;7;1701;2;34;2;4;0;1785;13499;7058;;43;0;1;914;989;459;70;4;34;1;412
PERINAT;2016;130000565;130781446;TYPE1;;16;;;;3;1080;75;0;0;0;0;0;0;4401;0;0;0;780;3833;152;911;0;770;1;10;2;9;;793;;;;10;0;1;347;362;252;17;1;2;0;0
PERINAT;2016;130001225;130782634;TYPE2;;21;6;;;3;1633;108;317;20;0;0;0;0;6635;1578;0;0;1204;5754;243;1447;3;1192;2;12;6;9;;1220;;;;21;0;1;249;270;107;26;12;15;0;0
PERINAT;2016;130002215;130785512;TYPE1;;20;;;;3;1101;75;0;0;0;0;0;0;4122;0;0;0;872;3637;158;845;1;862;0;10;2;1;;882;8375;237;;94;0;1;440;519;371;27;;12;0;0
PERINAT;2016;130002827;130789274;TYPE1;;20;;;;3;1247;115;0;0;0;0;0;0;4735;0;0;0;958;4357;146;895;0;953;0;5;4;14;;966;1716;3638;252;16;0;1;192;279;104;15;6;0;0;0
PERINAT;2016;130002835;130789316;TYPE2;;38;7;3;0;5;2720;210;368;19;130;11;0;0;10223;1730;784;0;1974;8664;463;2718;3;1944;1;30;5;1;0;2011;14291;9969;520;35;0;1;689;637;362;31;5;0;0;0
PERINAT;2016;130008253;130001084;TYPE1;;48;;;;5;1875;155;0;0;0;0;0;0;7069;0;0;0;1415;6040;309;1739;0;1408;0;7;9;5;;1433;;;;30;0;1;288;263;276;12;;25;0;0
PERINAT;2016;130780521;130786049;TYPE3;;50;9;16;11;5;3335;86;280;19;317;5;392;24;17528;1944;5287;3195;2399;13401;572;5275;2;2318;12;81;81;5;;2511;;;;121;1;1;782;676;390;72;;43;1;0
PERINAT;2016;130781289;130002447;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;3;;0;0;;0;0;0
PERINAT;2016;130781370;130000532;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;27;20;21;2;;0;0;
PERINAT;2016;130781479;130000599;TYPE1;;15;;;;3;600;35;0;0;0;0;0;0;2639;0;0;0;464;2164;97;592;0;461;0;3;3;2;;479;;;;6;0;1;24;15;0;2;0;4;0;0
PERINAT;2016;130783236;130786049;TYPE3;;62;39;15;15;5;3932;140;821;13;414;15;717;258;20142;8096;4747;5463;2734;15102;712;6146;6;2642;6;92;54;17;;2871;;;;145;2;1;2392;2228;917;293;;25;1;602
PERINAT;2016;130783327;130001415;TYPE2;;38;6;;;5;2430;233;533;25;0;0;0;0;10061;1576;0;0;1830;8758;448;2648;6;1797;0;33;9;24;;1863;;;;19;0;1;223;270;150;1;;6;1;1023
PERINAT;2016;130783665;130043722;;;0;0;0;0;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;210;304;176;0;;0;0;0
PERINAT;2016;130784713;130038847;TYPE2;;36;12;;;8;2836;267;1311;13;0;0;0;0;11799;5274;0;0;2246;10652;567;3605;8;2226;1;20;9;12;;2268;;;;14;0;1;176;143;154;0;;5;0;0
PERINAT;2016;130785652;130014228;TYPE2;;85;18;12;0;10;5903;256;2506;73;608;37;0;0;23333;7841;4172;0;4766;20078;877;4695;43;4675;6;91;34;13;;4857;9221;18577;;30;1;0;0;1;0;0;;79;1;604
PERINAT;2016;130786361;130002447;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1;;0;0;;0;0;0
PERINAT;2016;130786445;130002488;TYPE2;;62;12;;;7;3302;227;869;26;0;0;0;0;15996;4573;0;0;2637;13526;561;3930;5;2595;0;42;5;20;;2691;;2900;;12;0;0;0;0;0;0;;4;0;0
PERINAT;2016;140000027;140000035;TYPE2;;32;9;3;;4;1807;150;534;11;103;16;0;0;7916;3118;490;0;1380;7103;318;2125;12;1358;0;22;5;10;;1408;5082;7193;99;4;0;1;259;278;119;24;;45;0;0
PERINAT;2016;140000076;140000084;CPPR;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;1147;1003;68;;;0;;0;;;;;0;
PERINAT;2016;140000209;140000100;TYPE3;INT;70;15;10;14;7;4534;541;687;18;242;4;313;16;20525;4710;3253;3708;3159;17005;672;5625;4;3078;3;81;34;1;0;3243;17664;18032;225;144;0;1;891;923;514;82;18;25;1;476
PERINAT;2016;140000233;140000118;CPPR;;;;;;;14;10;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1044;4032;100;0;0;1;31;64;28;0;2;0;0;0
PERINAT;2016;140000373;140000159;CPPR;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;423;1099;48;0;0;0;0;;0;0;;0;0;0
PERINAT;2016;140016759;140003146;TYPE2;;44;6;;;5;2327;184;286;12;0;0;0;0;9685;1484;0;0;1928;9134;424;2508;0;1909;1;19;15;6;;1949;;;;12;0;1;28;23;0;0;;32;0;0
PERINAT;2016;140024886;140000092;TYPE1;;16;;;;3;690;100;0;0;0;0;0;0;2315;0;0;0;478;2040;116;603;1;470;1;8;5;13;0;488;3442;2355;167;13;0;1;103;129;58;3;;2;0;0
PERINAT;2016;140026410;140026279;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;61;105;61;0;;0;0;0
PERINAT;2016;140026709;140000415;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;32;48;29;0;;0;0;0
PERINAT;2016;150000032;150780088;TYPE1;;15;;;;2;495;60;0;0;0;0;0;0;1685;0;0;0;302;1342;76;411;0;301;0;1;0;11;0;304;3260;14828;158;5;0;1;54;57;39;0;0;2;0;0
PERINAT;2016;150000040;150780096;TYPE2;;22;6;;;2;1055;81;252;41;0;0;0;0;4283;1230;0;0;782;3860;139;866;0;773;0;9;3;5;;903;11320;6471;;4;0;1;235;239;144;13;0;1;0;0
PERINAT;2016;150000164;150780468;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4045;38;0;0;0;0;;0;0;;0;0;0
PERINAT;2016;150780732;150000271;;;;;;;;6;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;10;11;7;0;;1;0;0
PERINAT;2016;160000253;160000451;TYPE2;;30;7;6;0;5;2059;120;479;23;128;13;0;0;7699;2567;1093;0;1546;6708;255;1466;12;1513;0;33;4;6;0;1589;15869;9050;305;41;0;1;463;473;325;34;1;2;0;0
PERINAT;2016;160000303;160006037;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660;2135;37;;;0;;;;;;;0;
PERINAT;2016;160000337;160000493;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;342;1046;;0;0;1;1;2;1;0;;0;0;0
PERINAT;2016;160013207;160001632;TYPE1;;40;;;;6;1305;136;0;0;0;0;0;0;4547;0;0;0;989;4008;195;970;0;979;0;10;6;13;;1004;;;;11;0;1;86;115;18;1;;1;0;0
PERINAT;2016;160015368;160014411;TYPE1;;15;;;;3;792;96;0;0;0;0;0;0;2865;0;0;0;606;2675;92;539;0;606;0;0;2;7;0;597;9971;7783;;17;0;1;169;157;33;9;0;6;0;0
PERINAT;2016;170000038;170780050;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1527;2071;77;0;0;1;7;34;4;0;;0;0;0
PERINAT;2016;170000087;170024194;TYPE2;;30;8;4;;5;2152;199;274;13;142;18;0;0;9053;1887;784;0;1663;8152;379;2271;8;1616;1;47;11;6;;1717;13062;5669;166;14;1;1;601;632;449;29;2;7;0;0
PERINAT;2016;170000095;170780167;TYPE1;;10;0;0;0;3;319;30;0;0;0;0;0;0;1126;0;0;0;247;1022;46;229;0;245;0;2;0;6;0;249;5461;4356;170;1;0;1;87;99;68;3;0;2;0;0
PERINAT;2016;170000103;170780175;TYPE2;;32;11;3;;4;1857;144;257;17;149;29;0;0;7078;3000;618;0;1460;6421;281;1634;1;1427;4;33;9;7;;1496;18150;12617;308;59;0;1;359;369;247;27;0;40;0;0
PERINAT;2016;170000152;170780225;TYPE2;;18;6;;;3;1465;130;280;15;0;0;0;0;5817;1451;0;0;1122;5301;212;1275;0;1103;0;19;11;12;;1150;9535;2122;153;20;0;1;243;262;142;14;;18;0;0
PERINAT;2016;170780613;170000277;TYPE1;;18;;;;;674;64;0;0;0;0;0;0;2230;0;0;0;555;2111;132;614;0;548;0;7;2;5;;564;;;;28;0;1;24;29;16;0;;1;1;470
PERINAT;2016;170780621;170000285;;;0;;;;0;23;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;46;64;0;3;;0;0;0
PERINAT;2016;180000010;180000028;TYPE2;;31;12;3;0;4;1720;170;308;29;98;18;0;0;7294;2072;258;0;1317;6456;228;1431;11;1295;1;22;5;15;;1339;10609;5716;;17;0;1;476;485;361;24;0;48;0;0
PERINAT;2016;180000200;180000051;TYPE1;;15;;;;3;732;99;0;0;0;0;0;0;2626;0;0;0;479;2220;97;545;0;474;0;5;3;5;;488;2441;4081;70;2;0;1;121;145;74;4;;4;0;0
PERINAT;2016;180000283;180000069;TYPE1;;15;;;;2;487;62;0;0;0;0;0;0;2128;0;0;0;319;1803;55;361;0;316;0;3;0;9;;324;724;1307;;4;0;1;95;99;70;3;;0;0;0
PERINAT;2016;180004145;180000887;TYPE1;;19;;;;;501;29;0;0;0;0;0;0;1995;0;0;0;424;1902;94;530;0;424;0;0;0;0;;426;;;;2;0;1;28;22;15;1;;0;0;0
